time,cycle,name,model_to_fit,model_to_fit_short,distance,distance_err,free_para,Teff_A,logg_A,sf_A,R_A,L_A,N_points,N_Np,Teff_B,sf_B,R_B,L_B,Teff_B_median,L_B_median,R_B_median,sf_B_median,Teff_B_error_lower,L_B_error_lower,R_B_error_lower,Teff_B_error_upper,L_B_error_upper,R_B_error_upper,chi2,chi2_r,vgf2,vgfb2,chi2_median,chi2_r_median,vgf2_median,vgfb2_median
2021-12-10 18:13:13,1,WOCS2002,Koe_logg7.0,Koe,831.76,11.0,3,5250.0,3.5,2.1194762034195e-20,5.3685470582569,19.633662458382,14,11,14750,2.2974166242302408e-25,0.017682613452217184,0.013332939174756621,15000.0,0.013553216774206027,0.017238767768236463,2.18353064333531e-25,250.0,0.007024686817535556,0.004856635759029044,2250.0,0.012776075312770072,0.000927572593545164,11.708532319636316,1.064412029057847,0.955649418144607,0.18019453198709107,13.026009807969999,1.1841827098154545,1.0754169917146361,0.19910473155565392
