Temp,SF,ChiSqr
10500,1.8501547735283135e-24,578.4035612565809
17250,6.310788392157416e-26,578.5910355573938
09250,2.932719214139142e-24,581.0497520923857
12500,1.1672009613147952e-24,585.5829420978002
15750,3.9841282861347954e-25,585.7930092347227
35000,4.638702805310089e-27,589.9750211306656
18000,2.155675646282166e-25,591.6438637522808
18250,1.585654140757236e-25,593.9977815565644
18500,4.6420377586606924e-26,594.4710302452795
08750,6.319865822318002e-24,596.4444421122892
09500,4.6487148599891375e-24,596.4735312439634
15250,4.645375109645789e-25,597.1388001919622
15000,1.1663624156244889e-25,598.5733148176666
10500,4.6487148599891375e-24,600.6116230896363
10250,3.419463396385475e-24,603.3599240771465
08000,1.362879160972872e-22,605.3652030480631
14250,3.9841282861347954e-25,606.1352749354932
21000,7.358191607733229e-26,607.026740201574
08000,2.9369376338028233e-22,608.2777878243493
18750,1.1663624156244889e-25,609.6478449277481
80000,1.3579905617483215e-27,609.9270538989194
14500,1.3599438936803913e-25,611.842675877994
19250,1.3599438936803913e-25,612.1499850819129
19250,1.585654140757236e-25,614.1136072070785
18000,1.585654140757236e-25,614.4638275623054
70000,1.583376613808696e-27,616.6618200813036
13250,2.155675646282166e-25,616.6995639599547
16250,2.155675646282166e-25,616.8358109921044
09000,3.419463396385475e-24,616.9379566822793
15500,2.5134537024217633e-25,619.3594713233097
19750,1.3599438936803913e-25,619.6563289730452
11500,1.8501547735283135e-24,624.6071448728134
29000,2.1541269562255268e-26,638.8071636313692
19500,1.0003363307141847e-25,639.5040238351277
14000,1.585654140757236e-25,641.6157403002262
12500,5.416369243032585e-25,642.2878852506282
13000,4.645375109645789e-25,642.8910988496028
17750,1.585654140757236e-25,643.2153004000305
07250,1.5902190273422744e-21,644.1884204692943
25000,1.3589668767579416e-26,644.9521720993281
18250,2.155675646282166e-25,648.7806932627174
19750,1.1663624156244889e-25,653.4060443446493
07500,1.003216165464544e-21,653.7049755023033
19000,3.981265991024789e-26,655.7866446387537
12000,6.315325476289971e-25,656.9025666532473
08500,4.652057011415733e-23,657.296126203741
07250,1.3638589905966088e-21,661.2177705979421
14750,3.417006770329409e-25,663.1787283138881
08750,3.986992639065936e-24,664.4909302066746
23000,1.8474973356625326e-26,664.6164150958782
16000,2.155675646282166e-25,664.6555409159562
16750,1.8488255771318386e-25,666.8695179670549
60000,1.8461700484343377e-27,667.0041463838397
17000,6.310788392157416e-26,668.023252832262
16500,3.417006770329409e-25,668.1964830530446
36000,1.1655244723658957e-26,668.3749326837504
17500,1.585654140757236e-25,675.5281729693105
15250,2.5134537024217633e-25,675.6249383121092
13000,1.0010555134551067e-24,677.7579244382812
17750,2.5134537024217633e-25,687.328320123577
28000,8.573268937505855e-27,687.4805131962289
13500,1.8488255771318386e-25,691.6853900969086
32000,1.5845149680782225e-26,692.4659085796524
11250,1.8501547735283135e-24,692.8696551313244
22000,2.1541269562255268e-26,693.0645890423745
08250,7.374073335838597e-23,693.0898190945883
11500,7.363481712917054e-25,694.6679891842689
19250,1.1663624156244889e-25,695.739768271173
09250,5.4202632926221544e-24,695.8433764501399
10250,1.3609216130203045e-24,696.356136679228
18250,1.3599438936803913e-25,699.6846036142554
19750,1.585654140757236e-25,700.1746308112927
16000,3.9841282861347954e-25,703.3788686796998
09750,1.8501547735283135e-24,706.6511559113424
32000,5.408589534584713e-27,707.8712593532271
17500,5.412477991023387e-26,709.0347161434933
14750,1.1663624156244889e-25,712.5587157241097
16500,1.8488255771318386e-25,715.147230189971
36000,3.978405752257528e-27,716.3522204312571
15750,2.155675646282166e-25,719.9096972784307
19500,3.414551909173555e-26,723.1112108501001
09500,2.1572254497554892e-24,723.3538966451202
29000,7.352905303090229e-27,726.9453408818274
10750,3.419463396385475e-24,729.3022654304442
22000,6.310788392157416e-26,730.1407730606982
13500,5.416369243032585e-25,730.7299806266093
12250,1.3609216130203045e-24,731.6255686272523
18750,3.981265991024789e-26,733.6665938433542
14250,1.3599438936803913e-25,733.8181004600791
12750,4.645375109645789e-25,734.8854838941335
11250,6.315325476289971e-25,735.2252797158961
21000,2.511647975867549e-26,736.028671819968
15500,4.645375109645789e-25,736.2232297324422
07500,4.655401565651814e-22,736.5030266304583
10750,1.1672009613147952e-24,736.7030977746678
18000,1.3599438936803913e-25,738.46070378838
12250,5.416369243032585e-25,744.1863845082075
09250,2.5152607271867216e-24,746.416172289407
07250,1.8541480991485845e-21,749.7468396023296
10000,3.419463396385475e-24,751.5691454543376
19250,1.8488255771318386e-25,751.5725723381116
28000,2.511647975867549e-26,753.2623917827362
07250,1.1697202173086881e-21,754.9426709560444
19750,1.0003363307141847e-25,757.9732997346192
24000,6.310788392157416e-26,761.0804529166231
16250,1.8488255771318386e-25,769.6493355910438
11000,2.5152607271867216e-24,769.8067116139609
10000,1.0017752132459439e-23,772.7876103465824
11750,6.315325476289971e-25,772.7906518550484
13750,1.585654140757236e-25,773.319139281825
11000,8.585600716863945e-25,773.4232808322749
38000,3.412098811649937e-27,773.5856115974938
09000,2.932719214139142e-24,775.7319180161339
30000,6.306254567577012e-27,779.3628291518614
09000,6.319865822318002e-24,780.9704491396024
15500,2.155675646282166e-25,781.6420197576814
17750,1.3599438936803913e-25,782.6054655855526
08250,1.8528160338494098e-22,783.423234215329
18000,2.5134537024217633e-25,789.7919462799368
10500,1.5867941324341255e-24,792.1521330776554
45000,2.5098435465914132e-27,792.76346325229
16750,3.417006770329409e-25,795.5945800130096
20000,2.928506853529714e-26,795.7009220502522
17250,5.412477991023387e-26,797.0522934453865
08000,1.16887986172331e-22,798.9276468668307
17000,1.8488255771318386e-25,798.9637125152411
24000,7.358191607733229e-26,805.9993994401904
35000,3.978405752257528e-27,808.1352105305211
24000,5.412477991023387e-26,811.965398112422
18500,3.981265991024789e-26,812.9946615187657
26000,4.6420377586606924e-26,813.8952470255102
15000,1.0003363307141847e-25,817.2387650510367
08750,3.419463396385475e-24,817.2545161215496
23000,5.412477991023387e-26,820.8706030261574
60000,5.408589534584713e-27,822.2737372596426
16750,1.585654140757236e-25,824.603799751055
80000,1.164687131106214e-27,828.0323824877903
16000,1.8488255771318386e-25,829.5677267931735
19250,1.0003363307141847e-25,830.1560156340782
14500,1.1663624156244889e-25,830.5321895205702
13000,3.9841282861347954e-25,831.6704308387501
27000,3.981265991024789e-26,834.4473256912673
70000,1.3579905617483215e-27,834.8134692043052
13250,1.8488255771318386e-25,835.1482839154248
12500,4.645375109645789e-25,835.610663271974
08500,1.16887986172331e-22,840.0585757407588
19000,1.1663624156244889e-25,842.7853318580095
18250,1.1663624156244889e-25,847.8926521189449
15250,2.155675646282166e-25,848.8281021844242
26000,5.412477991023387e-26,853.5911586580072
12000,5.416369243032585e-25,856.020025517616
16250,3.9841282861347954e-25,857.7624527646957
08500,3.989859051297662e-23,858.4906215075833
08750,7.368775621374067e-24,859.3742578562059
14000,1.3599438936803913e-25,860.2142878499194
25000,1.1655244723658957e-26,863.2518723946888
27000,4.6420377586606924e-26,863.3995449819479
26000,3.981265991024789e-26,866.0872772712409
12750,1.1672009613147952e-24,870.434490778729
19000,3.414551909173555e-26,874.240265438068
34000,1.8474973356625326e-26,882.7452957253682
23000,1.5845149680782225e-26,882.8450661754495
16500,1.585654140757236e-25,882.8793705748024
60000,1.583376613808696e-27,885.0136798006243
17000,5.412477991023387e-26,886.4555969032101
14000,4.645375109645789e-25,887.9641255423973
25000,3.981265991024789e-26,889.5852984138681
27000,3.414551909173555e-26,892.6436111745505
07250,1.003216165464544e-21,893.5244233340127
08250,6.324409432586669e-23,893.8974186043743
15750,1.8488255771318386e-25,894.0666661926218
34000,2.1541269562255268e-26,894.4766940792773
18000,1.1663624156244889e-25,896.7604191576723
11500,6.315325476289971e-25,900.47982438562
07750,1.0017752132459439e-23,901.6448169273426
09750,1.5867941324341255e-24,902.4607119487898
10250,1.1672009613147952e-24,902.7464283482392
40000,1.3589668767579416e-26,902.7552916916254
19750,8.579432611526106e-26,903.2810592759777
28000,7.352905303090229e-27,905.3611830739111
12000,1.5867941324341255e-24,905.4743966357229
13500,1.585654140757236e-25,909.7201546503784
22000,1.8474973356625326e-26,911.0030144044334
09750,4.6487148599891375e-24,912.9973146397688
09500,1.8501547735283135e-24,913.1721247407352
15750,4.645375109645789e-25,918.3266842248318
18250,2.5134537024217633e-25,918.5881347720812
24000,4.6420377586606924e-26,921.3745105931994
07500,3.9927275243104897e-22,923.0321540422018
32000,4.638702805310089e-27,925.4524296900931
17500,4.6420377586606924e-26,926.8896674742047
12750,3.9841282861347954e-25,930.3220262776076
14750,1.0003363307141847e-25,930.4016943199897
09250,2.1572254497554892e-24,930.515109125465
07750,8.591773256705229e-24,930.845488042848
36000,3.412098811649937e-27,933.7830018588159
40000,1.5845149680782225e-26,938.8739203371736
50000,9.996176646517164e-27,940.0684066865972
19500,2.928506853529714e-26,940.6309990721751
12250,4.645375109645789e-25,943.508500413813
29000,6.306254567577012e-27,944.1769849354995
16250,1.585654140757236e-25,944.9545707930911
17750,1.1663624156244889e-25,948.9546809973416
34000,1.5845149680782225e-26,949.9876831190543
11250,5.416369243032585e-25,950.6346431501976
18750,3.414551909173555e-26,950.996457322199
10750,1.0010555134551067e-24,951.208807028528
14250,1.1663624156244889e-25,951.2118399955659
21000,2.1541269562255268e-26,953.2283529674984
40000,1.1655244723658957e-26,953.8594105608795
09000,2.5152607271867216e-24,954.5810624220712
19750,1.8488255771318386e-25,957.0175165369461
15500,1.8488255771318386e-25,962.4695407011598
10000,2.932719214139142e-24,963.9601831687866
15250,5.416369243032585e-25,970.8517722267297
50000,8.573268937505855e-27,971.6501183412523
07750,1.1680401098699275e-23,972.5493163996094
26000,3.414551909173555e-26,974.2838338104217
11750,5.416369243032585e-25,976.5605530867765
11000,7.363481712917054e-25,984.1505230063357
13250,6.315325476289971e-25,986.137607629237
13750,1.3599438936803913e-25,989.6743956047105
38000,2.926402942650225e-27,989.7027703811755
08750,2.932719214139142e-24,990.7363834652396
19250,8.579432611526106e-26,991.5775452136869
14500,3.9841282861347954e-25,992.7720820661584
30000,5.408589534584713e-27,995.3247631592567
08000,1.0024954304584244e-22,998.8379783833421
70000,4.638702805310089e-27,1000.0317572316094
24000,8.579432611526106e-26,1000.0990598245404
16750,1.3599438936803913e-25,1000.9448857063729
27000,2.928506853529714e-26,1003.6284693995254
50000,1.1655244723658957e-26,1004.9061600394946
10500,1.3609216130203045e-24,1005.0522506714068
45000,2.152579378785665e-27,1008.3034712022833
16000,1.585654140757236e-25,1010.2502704720429
20000,2.511647975867549e-26,1011.3458297245476
17250,4.6420377586606924e-26,1012.7410450850585
18250,1.0003363307141847e-25,1017.3473606449768
07750,7.368775621374067e-24,1022.1000578692517
35000,3.412098811649937e-27,1023.2168661190605
80000,3.978405752257528e-27,1026.8373656207116
