Te,logg,sf,chi2,R,L,vgf2,vgfb2
22000,9.5,2.437478913113261e-25,62.9549986197382,0.018197008586108072,0.06988044042176746,12.579467473576461,1.396908531800516
21000,9.5,2.8637880152335044e-25,62.97082022314588,0.019724227361157715,0.06816196298438731,12.397939410452322,1.3073566571546493
23000,9.5,2.0274066527542674e-25,62.985609176008545,0.01659586907438288,0.06943465056801486,12.841343646352232,1.4234534436622357
22000,9.5,2.3819951191891844e-25,63.012903262295,0.01798870915129599,0.06828976739693589,12.68803517764569,1.372802798747092
21000,9.25,2.930494207366065e-25,63.11847874849421,0.019952623149698114,0.06974965906202392,12.500859412391419,1.3274727548680891
22000,9.25,2.4942550906209183e-25,63.158312926037475,0.018407720014697926,0.07150816498108765,12.74228283716938,1.4319040822904947
21000,9.5,2.930494207366065e-25,63.185387883626056,0.019952623149698114,0.06974965906202392,12.555725517977606,1.4173851488945826
23000,9.5,2.0746310202668297e-25,63.1940733275079,0.01678804018123299,0.07105199134771274,13.003578431570988,1.5283623627102934
24000,9.5,1.7256029210636704e-25,63.220684336016376,0.015310874616826821,0.07006641176631419,13.243991400523564,1.5268001452301947
24000,9.5,1.7657973765836596e-25,63.24112923937638,0.015488166189131437,0.07169846815472736,13.222305573571054,1.5719343921607563
21000,9.25,2.9987541863170484e-25,63.27054963556806,0.020183663636825073,0.07137433733214112,12.595037664956463,1.4147080877315625
22000,9.25,2.437478913113261e-25,63.27116508288739,0.018197008586108072,0.06988044042176746,12.90677394440765,1.4280563885670203
23000,9.25,2.0746310202668297e-25,63.272804131076605,0.01678804018123299,0.07105199134771274,13.092726772379581,1.4885558697452306
25000,9.5,1.5029373149682812e-25,63.29077010241747,0.014288939585116959,0.071849697639711,13.429758186997523,1.5938600828103713
20000,9.25,3.60529550636917e-25,63.303195904295436,0.022130947096067076,0.07059677999913343,12.344994654634226,1.3316219819392805
21000,9.0,2.9987541863170484e-25,63.337976934414094,0.020183663636825073,0.07137433733214112,12.674114399614089,1.3688552748166511
19750,9.25,3.775207848878809e-25,63.34837553576514,0.022646443075941623,0.0702964364847226,12.316027301898355,1.3142922776439807
20000,9.5,3.5232289613686675e-25,63.36884631231731,0.02187761623950606,0.06898980109478164,12.462752162465883,1.3773359381250547
20000,9.0,3.689273626768878e-25,63.369288639287355,0.022387211385694255,0.07224119025069957,12.357574665036552,1.3234161314405228
19750,9.0,3.8631437361609996e-25,63.382571580458496,0.02290867652768893,0.07193385083712604,12.294984400078052,1.2973729564156242
22000,9.0,2.552353755192992e-25,63.39720760112825,0.018620871366637173,0.07317380411600329,12.939126075918036,1.4783518906955646
21000,9.0,3.0686041444308215e-25,63.434380195500786,0.020417379446704905,0.07303685922066293,12.711475154131815,1.4355271203837399
20000,9.25,3.5232289613686675e-25,63.43586779645819,0.02187761623950606,0.06898980109478164,12.542407851737817,1.331384347114758
19500,9.0,4.045208091358224e-25,63.441683838824794,0.023442288153210762,0.07158192207452291,12.276887405273117,1.2819315658088464
23000,9.25,2.1229553846073257e-25,63.44464687479623,0.016982436524624948,0.07270700483370747,13.217459686399819,1.5790741830471566
19500,9.25,3.9531279133868556e-25,63.445185890108064,0.023173946499696157,0.06995251859878195,12.337334525233906,1.3090784914860765
20000,9.5,3.4430304789989315e-25,63.45123544131316,0.021627185237280577,0.06741940149615831,12.608612314559142,1.3581783532177751
19750,9.5,3.689273626768878e-25,63.46272676400228,0.022387211385694255,0.06869629423342671,12.484118935959252,1.373048529093164
19750,8.75,3.9531279133868556e-25,63.51480632949974,0.023173946499696157,0.07360940546940042,12.370298130499494,1.3091274625184417
24000,9.25,1.7657973765836596e-25,63.51533998874752,0.015488166189131437,0.07169846815472736,13.506236707724662,1.5974455143625614
20000,8.75,3.775207848878809e-25,63.52082267364678,0.022646443075941623,0.07392390373756189,12.45383989925968,1.340635366945738
24000,9.25,1.806928081245805e-25,63.530876512537446,0.015667510701088218,0.07336854001999757,13.478848911091536,1.6383043277494214
19500,8.75,4.13943309220429e-25,63.55065817702091,0.023713737056628274,0.07324927923284659,12.327160089237521,1.2873116469879429
20000,9.0,3.60529550636917e-25,63.554215812266996,0.022130947096067076,0.07059677999913343,12.608549416103504,1.3427740946025846
22000,9.0,2.4942550906209183e-25,63.555344805107694,0.018407720014697926,0.07150816498108765,13.149916632940219,1.4915506195199388
23000,9.0,2.1229553846073257e-25,63.557918921004344,0.016982436524624948,0.07270700483370747,13.340569162334551,1.5539231204532882
19250,9.0,4.235852875267718e-25,63.57440634711587,0.023988329190206804,0.07118489447150117,12.330994436899063,1.2856517496877595
25000,9.25,1.5379452222443002e-25,63.576766219660435,0.014454397707465299,0.07352329209220755,13.685786906916723,1.6641759489152579
21000,8.75,3.0686041444308215e-25,63.5870329074819,0.020417379446704905,0.07303685922066293,12.875235182095944,1.4197750506748055
19500,9.5,3.8631437361609996e-25,63.61780467350894,0.02290867652768893,0.06836020487433306,12.565208736260825,1.38332420499979
19250,9.25,4.13943309220429e-25,63.623646981521645,0.023713737056628274,0.0695645284473622,12.43893461310076,1.3250079882947403
21000,8.75,3.14008111707975e-25,63.64274888479201,0.020653801558115054,0.07473810621870061,12.870715273422569,1.4707544443350828
22000,8.75,2.6118057115104657e-25,63.64481862810729,0.018836490894906636,0.07487824097043103,13.14308076116257,1.5288772832376838
19750,9.25,3.689273626768878e-25,63.64482249972909,0.022387211385694255,0.06869629423342671,12.679017864523772,1.3645730241329055
19250,8.75,4.334518563593754e-25,63.65480689629316,0.024266100950836235,0.0728430036689324,12.35093592431768,1.2833253626062895
19750,8.5,4.045208091358224e-25,63.70199511494215,0.023442288153210762,0.07532398878279031,12.498621367799075,1.3375583900889243
23000,9.0,2.1724053679933773e-25,63.70392583777578,0.017179083871583505,0.07440056853605605,13.438548925245616,1.6336464993390296
19750,9.5,3.60529550636917e-25,63.718045143156544,0.022130947096067076,0.0671325756666364,12.804668779333326,1.4073255534806233
20000,8.5,3.8631437361609996e-25,63.718736353054176,0.02290867652768893,0.07564581265668441,12.594527703488692,1.3724867998150057
19500,8.5,4.235852875267718e-25,63.725319263085915,0.023988329190206804,0.07495547412858837,12.44125913738549,1.3121897602114674
19750,9.0,3.775207848878809e-25,63.72622936493981,0.022646443075941623,0.0702964364847226,12.706536321632658,1.3656563767003118
25000,9.5,1.5379452222443002e-25,63.74276736532024,0.014454397707465299,0.07352329209220755,13.842443958348408,1.7709617638182593
