Te,logg,sf,chi2,R,L,vgf2,vgfb2
14250,6.5,1.936158322231544e-24,20.356281898225344,0.051286138399168006,0.09770670497673264,11.292150334717846,1.165091477218527
13750,6.5,2.2747876787657204e-24,20.40957333608127,0.05559042572707523,0.09951205683170342,11.421627307239577,1.1910003323721956
14000,6.5,2.1229553846080897e-24,20.430668591845482,0.05370317963705867,0.09981068884447643,11.41795324711824,1.2291520361867063
13500,6.5,2.494255090621816e-24,20.445527481373805,0.058210321777124076,0.10139113487415444,11.497367709206435,1.224411868177659
14750,6.5,1.6479379960333197e-24,20.465813894161236,0.047315125896176535,0.09546254128475237,11.30992269340216,1.1588843751027258
14250,6.75,1.8920859781480125e-24,20.4906846980278,0.05069907082750152,0.09548262884021123,11.398831322439403,1.1916803602511652
14500,6.5,1.765797376584295e-24,20.512559683565794,0.04897788193687437,0.09552937120030146,11.39198240081764,1.1656088993663951
14000,6.5,2.074631020267576e-24,20.51382680977867,0.05308844442313176,0.0975387201880609,11.47895695157841,1.191215769494199
14750,6.75,1.6104263475510833e-24,20.53676801085197,0.0467735141287479,0.09328954855049044,11.352877046999762,1.1676245264855305
14500,6.5,1.8069280812464553e-24,20.5484728318817,0.049545019080509206,0.09775453610625572,11.452196782392981,1.2389848880149743
14000,6.75,2.074631020267576e-24,20.55627952534478,0.05308844442313176,0.0975387201880609,11.51638563119433,1.2523569761826348
14500,6.75,1.765797376584295e-24,20.559462300173347,0.04897788193687437,0.09552937120030146,11.435297790830552,1.2295930957705903
15000,6.5,1.5379452222448537e-24,20.57336802143381,0.045708818961514776,0.09528618655153528,11.380035223261164,1.1934449068014605
15000,6.75,1.502937314968822e-24,20.574040935659227,0.045185594437519114,0.09311720814109896,11.352777929021169,1.1816058413363646
13250,6.5,2.7348963224860046e-24,20.584558408116145,0.060953689724056036,0.10316405949978925,11.667673491057029,1.2779687416830865
13750,6.5,2.3277742906075733e-24,20.612495906309455,0.056234132519070286,0.10182999040332659,11.64486421874859,1.3182054605632074
15000,7.0,1.4687262849509142e-24,20.637556723510034,0.044668359215122806,0.09099760170697103,11.388040734573899,1.1890081071796383
14500,7.0,1.7256029210642913e-24,20.67308549497789,0.04841723675843926,0.09335485723143831,11.520468568072522,1.2502790626531608
14500,6.75,1.7256029210642913e-24,20.678497604058546,0.04841723675843926,0.09335485723143831,11.529903562567368,1.202029093484892
14750,7.0,1.5737685684348315e-24,20.68508163628027,0.046238102139953705,0.09116601916970311,11.472757823696233,1.1993415512241037
15250,6.75,1.40262271302292e-24,20.695790929511375,0.04365158322404233,0.09284195670158854,11.435381558540747,1.2156954440869305
15250,7.0,1.370695122124013e-24,20.69881366357244,0.04315190768280189,0.0907286157551598,11.410339386923665,1.2056125160026867
13750,6.75,2.223007189461524e-24,20.73831358466299,0.05495408738579683,0.09724688586981017,11.723605139007569,1.27300632733749
15250,6.5,1.4352939930501783e-24,20.74618042030206,0.04415704473535736,0.09500452368236911,11.51354521878939,1.2426920090377154
14250,7.0,1.849016843094814e-24,20.751922044898617,0.050118723362757855,0.09330917885736277,11.631645810933707,1.254755182293928
13750,6.75,2.2747876787657204e-24,20.757218390708953,0.05559042572707523,0.09951205683170342,11.763295560268494,1.345758431590663
15250,6.5,1.40262271302292e-24,20.77413345510232,0.04365158322404233,0.09284195670158854,11.515749691681364,1.1912892372596322
15250,7.25,1.339494291922151e-24,20.77693412465701,0.04265795188018426,0.0886633803217396,11.460131018402027,1.2181672763071056
15000,7.25,1.4352939930501783e-24,20.793694357280142,0.04415704473535736,0.08892624340576377,11.515513309386247,1.2236689294198366
15500,7.0,1.2792071178036782e-24,20.800143421593052,0.04168693834705782,0.09036322097697916,11.471431346713874,1.2288577674336345
15500,6.5,1.3090036793241696e-24,20.804080887907524,0.04216965034288286,0.09246805078566032,11.504838003715925,1.191868008496468
14000,6.75,2.027406652754997e-24,20.806676161274392,0.05248074602500971,0.09531846785216673,11.744305356775563,1.2638225201203959
13500,6.5,2.5523537551939108e-24,20.806905657280005,0.05888436553559637,0.10375283779611537,11.876723307819407,1.4012820109069943
15500,7.25,1.2500888088293543e-24,20.82313876164711,0.041209751909756946,0.08830630294415862,11.466455334137386,1.2259035605456625
15000,6.5,1.502937314968822e-24,20.832473686983047,0.045185594437519114,0.09311720814109896,11.613660384906773,1.212894503631618
14250,6.5,1.8920859781480125e-24,20.83679990845334,0.05069907082750152,0.09548262884021123,11.749115498589212,1.2509288273605157
15500,6.75,1.3090036793241696e-24,20.83776989714467,0.04216965034288286,0.09246805078566032,11.536850488526524,1.2506020010435823
14000,7.0,2.027406652754997e-24,20.840618569135398,0.05248074602500971,0.09531846785216673,11.772623681735778,1.3205547288496213
14750,6.75,1.6479379960333197e-24,20.84520479099644,0.047315125896176535,0.09546254128475237,11.6862818386484,1.3267291002181463
13000,6.5,2.998754186318128e-24,20.848680528661028,0.0638263486190963,0.10481859145849813,11.953051647482496,1.3559222880832222
14750,7.0,1.6104263475510833e-24,20.848913294470318,0.0467735141287479,0.09328954855049044,11.66158566626115,1.3160098790231198
13500,6.75,2.4374789131141383e-24,20.849701288610934,0.0575439937337521,0.09908319087397409,11.875844579030412,1.3269831699301557
15500,6.75,1.2792071178036782e-24,20.867826895875467,0.04168693834705782,0.09036322097697916,11.54110738800862,1.198921112248906
15250,6.75,1.370695122124013e-24,20.870104351433543,0.04315190768280189,0.0907286157551598,11.584011622880217,1.207850813088495
15750,6.5,1.2216333134883535e-24,20.881998171896793,0.040738027780434845,0.09199985496121632,11.540761284583152,1.20277981149585
14250,6.75,1.936158322231544e-24,20.885813863749615,0.051286138399168006,0.09770670497673264,11.817359039125312,1.3794159832878514
15750,7.25,1.1666507572181698e-24,20.887665089301606,0.03981071705537262,0.08785917940300839,11.490023747819222,1.2336973203223394
15750,7.0,1.1938255443003929e-24,20.90070764075018,0.04027170343256914,0.08990568259063637,11.53064869336285,1.2467676826893388
14250,6.5,1.9812572430856085e-24,20.91752502498656,0.0518800038929281,0.09998258650153403,11.876550295349373,1.4018788944415206
15500,6.5,1.339494291922151e-24,20.92205498825179,0.04265795188018426,0.09462190837882742,11.648719056398143,1.2877294933449295
14750,6.5,1.6863234030540912e-24,20.928442160643765,0.04786300923229274,0.09768614952199962,11.797452931684754,1.3636401278997772
15750,6.75,1.1938255443003929e-24,20.92865880356384,0.04027170343256914,0.08990568259063637,11.56023724530742,1.2048320996761819
14500,7.25,1.6863234030540912e-24,20.935248889981978,0.04786300923229274,0.09122984124357694,11.75355158564538,1.313701674809873
15500,7.5,1.2216333134883535e-24,20.937236487566764,0.040738027780434845,0.08629620608203115,11.552362209211575,1.2501592415779006
14500,7.0,1.6863234030540912e-24,20.941620425835282,0.04786300923229274,0.09122984124357694,11.764487563650725,1.2666512572356856
15750,7.5,1.1400945438098724e-24,20.948092581108163,0.03935500754560031,0.08585926031525364,11.522717098360145,1.243094757106256
16000,7.25,1.0887818367019114e-24,20.948412210441127,0.03845917820455727,0.0873262560105523,11.508952023815064,1.2353544621075543
14750,7.25,1.5379452222448537e-24,20.948954857759922,0.045708818961514776,0.08909082721900448,11.707687412277846,1.264467412531317
15500,7.0,1.2500888088293543e-24,20.9578510276508,0.041209751909756946,0.08830630294415862,11.603471897922635,1.214760559735523
13250,6.5,2.798600241414344e-24,20.960407295403638,0.0616595001861879,0.10556705914136952,12.058609184705082,1.4597655478315419
15750,6.75,1.2216333134883535e-24,20.963009728017404,0.040738027780434845,0.09199985496121632,11.620406450347037,1.2756408024217132
15250,7.5,1.3090036793241696e-24,20.96755015622939,0.04216965034288286,0.0866451553861646,11.62213997857414,1.263697105974837
16000,7.5,1.0639981363257355e-24,20.972459489902956,0.03801893963207772,0.08533846774022749,11.505754442742415,1.2346648828791609
14750,7.25,1.5737685684348315e-24,20.97325169356209,0.046238102139953705,0.09116601916970311,11.756970410053194,1.3404189453163087
15000,6.75,1.4687262849509142e-24,20.977410539187595,0.044668359215122806,0.09099760170697103,11.730686524632887,1.2438607398824435
16000,7.0,1.1141428236196385e-24,20.982107021308362,0.038904514499450295,0.08936034581771356,11.56979148377589,1.2542020667955711
14250,7.0,1.8920859781480125e-24,20.982827079726246,0.05069907082750152,0.09548262884021123,11.886141715036493,1.3941619055779815
16000,6.5,1.1400945438098724e-24,20.99053550168152,0.03935500754560031,0.09144181566305143,11.606407514093993,1.219169051544812
15750,7.0,1.1666507572181698e-24,20.992487034277207,0.03981071705537262,0.08785917940300839,11.596776620480819,1.2131800678604354
15250,7.0,1.339494291922151e-24,21.003693750509875,0.04265795188018426,0.0886633803217396,11.689630767487548,1.23615604719726
16250,7.25,1.0161103317316951e-24,21.003988548129975,0.037153522909738224,0.08671183391222806,11.522062571361031,1.231089877798104
16250,7.5,9.92980836765965e-25,21.00600966999772,0.036728230049829134,0.0847380315963673,11.497362630423524,1.2243180811808145
13500,6.75,2.494255090621816e-24,21.006760493763704,0.058210321777124076,0.10139113487415444,12.051526557696768,1.4432013969876745
