seed,Teff,sf,chi2,chi2_r,vgf2,vgfb2,radius,luminosity
31.0,14750,2.297416624230241e-25,7.539411726868435,0.6854010660789487,0.6209837589733676,0.143740200877034,0.017682613452217187,0.0001760507315050744
88.0,13250,4.019063884370366e-25,8.0031369935404,0.7275579085036727,0.6694388432002941,0.1594807329245493,0.023387781527337705,0.0003079803329298617
30.0,14250,2.6759695293728e-25,8.118000278617458,0.7380000253288599,0.701586319203808,0.21094535926270197,0.01908390102504,0.0002050591904675615
34.0,21000,4.9983390647749615e-26,8.35775527798863,0.7597959343626027,0.7260522207508809,0.2181512653940783,0.008247824859422416,3.8302206024945775e-05
95.0,14750,2.297416624230241e-25,8.871352439436237,0.8064865854032942,0.7541880337574469,0.16808608149237722,0.017682613452217187,0.0001760507315050744
78.0,14750,2.297416624230241e-25,9.584511287982656,0.8713192079984232,0.7349319153469435,0.13571787560762025,0.017682613452217187,0.0001760507315050744
35.0,14500,2.41724253396656e-25,11.577278346269704,1.0524798496608823,0.9838343021502097,0.234928382999862,0.018137886808630002,0.00018523297509113188
33.0,22000,4.07853168502787e-26,11.651775870170615,1.0592523518336923,0.886142023127406,0.060146421268531,0.007450381196072703,3.125373426147113e-05
0.0,14750,2.297416624230241e-25,11.708532319636317,1.064412029057847,0.9556494181446069,0.1801945319870912,0.017682613452217187,0.0001760507315050744
48.0,17000,1.1862976572543944e-25,12.274409295846484,1.1158553905314985,1.064857552074718,0.3941868535016899,0.01270642595236422,9.090583228993905e-05
27.0,15000,2.18353064333531e-25,12.908731087982746,1.1735210079984315,1.0869172741051607,0.2278133655432194,0.017238767768236463,0.00016732366387908678
43.0,17250,1.1274913132483123e-25,13.082257498408378,1.1892961362189434,1.0513016769091186,0.21375524679966754,0.012387485975928194,8.63995099406444e-05
29.0,13250,4.019063884370366e-25,13.458814964673522,1.2235286331521384,1.1003959998844532,0.26244033935090294,0.023387781527337705,0.0003079803329298617
18.0,14500,2.5433181802516197e-25,14.046749425650255,1.2769772205136596,1.1779037673842874,0.2635496321113289,0.01860488206518046,0.00019489413516082387
41.0,14750,2.297416624230241e-25,14.277903291868688,1.297991208351699,1.1868317695207158,0.269377399019623,0.017682613452217187,0.0001760507315050744
28.0,14500,2.5433181802516197e-25,14.727490088679913,1.3388627353345375,1.1913977519143124,0.30081536587758484,0.01860488206518046,0.00019489413516082387
72.0,23000,3.501566962098029e-26,14.766044585505163,1.3423676895913785,1.2914526333970138,0.4696673667663918,0.006903316601200253,2.6832461234492223e-05
76.0,20000,6.125585219349525e-26,14.80618436131131,1.34601676011921,1.2662595563886148,0.2251844734717228,0.009130622060998043,4.694027837134167e-05
67.0,22000,4.291254864790971e-26,15.427563277674317,1.4025057525158469,1.2814741995995678,0.28826006109559166,0.007642205784833684,3.2883829169395244e-05
80.0,14750,2.41724253396656e-25,15.781475278841313,1.4346795708037556,1.3270440334789102,0.38694248082944244,0.018137886808630002,0.00018523297509113188
55.0,17500,1.0184794442335915e-25,16.409462251333085,1.4917692955757351,1.3898075719967868,0.24909594366741664,0.011773421910964152,7.804594486221321e-05
4.0,17500,1.0716000774987575e-25,16.58607690071168,1.5078251727919711,1.4095065623452454,0.3725513530266364,0.012076551610900942,8.211657195079305e-05
68.0,17000,1.1862976572543944e-25,16.653414278343334,1.5139467525766668,1.3133783824138296,0.2340409708870433,0.01270642595236422,9.090583228993905e-05
86.0,14750,2.297416624230241e-25,16.802141693962838,1.5274674267238944,1.4172821625179781,0.28144718642714395,0.017682613452217187,0.0001760507315050744
10.0,22000,4.291254864790971e-26,17.604000244106878,1.6003636585551708,1.3447941085912376,0.2867225885378657,0.007642205784833684,3.2883829169395244e-05
20.0,15000,2.18353064333531e-25,17.98064011949405,1.634603647226732,1.584770934898729,0.5534980967581298,0.017238767768236463,0.00016732366387908678
74.0,17500,1.0716000774987575e-25,18.01465140372496,1.6376955821568147,1.4295051052819046,0.3044523486473593,0.012076551610900942,8.211657195079305e-05
16.0,18750,7.898596476468846e-26,18.158994813421366,1.6508177103110333,1.4779422572313246,0.3128755222907912,0.010368156337251432,6.052684014209458e-05
54.0,14500,2.41724253396656e-25,18.496476397988253,1.6814978543625685,1.6179604317827099,0.5951629090297995,0.018137886808630002,0.00018523297509113188
50.0,15000,2.075290141152254e-25,18.699687560420042,1.699971596401822,1.527950196783073,0.30200109733647956,0.0168060629142988,0.00015902920853875932
14.0,17000,1.2481711522484508e-25,18.966794937781934,1.7242540852529031,1.5748923505484258,0.375950510531545,0.01303357766028206,9.564719001304198e-05
69.0,15000,2.18353064333531e-25,19.04316115423162,1.7311964685665109,1.549806480918825,0.3407141329734007,0.017238767768236463,0.00016732366387908678
36.0,15000,2.18353064333531e-25,19.444269541082846,1.7676608673711678,1.660593447605673,0.46331363341999976,0.017238767768236463,0.00016732366387908678
59.0,14250,2.6759695293728e-25,19.530325677410048,1.7754841524918226,1.663667284610515,0.33937507150872737,0.01908390102504,0.0002050591904675615
17.0,17250,1.1274913132483123e-25,19.66493748041328,1.78772158912848,1.6512545249110848,0.5379664930937037,0.012387485975928194,8.63995099406444e-05
37.0,14500,2.5433181802516197e-25,19.97087306374102,1.8155339148855474,1.6176900708796387,0.38429853876426495,0.01860488206518046,0.00019489413516082387
89.0,15000,2.075290141152254e-25,20.293527170355727,1.8448661063959753,1.6807652008383511,0.4020755244292776,0.0168060629142988,0.00015902920853875932
49.0,14250,2.6759695293728e-25,20.300454582458464,1.8454958711325877,1.77435153985735,0.48549209601321125,0.01908390102504,0.0002050591904675615
97.0,15000,2.075290141152254e-25,20.34582822302123,1.8496207475473845,1.7614091365345599,0.5738663003645019,0.0168060629142988,0.00015902920853875932
56.0,13750,3.279465275190116e-25,20.510154776828767,1.8645595251662515,1.5235968826876465,0.30279037838792083,0.021126526166480177,0.00025130498950583436
53.0,17500,1.0716000774987575e-25,20.675706049882063,1.8796096408983693,1.783196948497332,0.5009634350323839,0.012076551610900942,8.211657195079305e-05
92.0,17500,1.0716000774987575e-25,20.985506156059802,1.9077732869145274,1.8773927789213296,0.7174496987051951,0.012076551610900942,8.211657195079305e-05
13.0,14000,2.962389094809278e-25,21.136944413267788,1.9215404012061625,1.779423266076815,0.3838997254759653,0.02007925631999416,0.0002270074838161188
91.0,17000,1.1862976572543944e-25,21.34277600716685,1.9402523642878955,1.7400400020343114,0.25099611718704556,0.01270642595236422,9.090583228993905e-05
65.0,17000,1.1862976572543944e-25,21.376517651337785,1.9433197864852532,1.8225303238014254,0.26484311955386086,0.01270642595236422,9.090583228993905e-05
62.0,17250,1.1274913132483123e-25,21.484223505178804,1.9531112277435276,1.8134329984175823,0.40528378533305387,0.012387485975928194,8.63995099406444e-05
47.0,13500,3.6304793688386827e-25,21.664027959834712,1.969457087257701,1.6822054040293288,0.24901780657479938,0.02222841826161326,0.0002782031529924531
57.0,18750,7.898596476468846e-26,21.949130765830372,1.9953755241663975,1.9002964340561783,0.5751213605778994,0.010368156337251432,6.052684014209458e-05
19.0,17500,1.0716000774987575e-25,22.098580649330636,2.008961877211876,1.7744141606583645,0.2360698529504597,0.012076551610900942,8.211657195079305e-05
9.0,17250,1.1274913132483123e-25,22.10146655938535,2.0092242326713956,1.7035455260561543,0.36389428923702877,0.012387485975928194,8.63995099406444e-05
42.0,14500,2.5433181802516197e-25,22.239003347719454,2.021727577065405,1.872194337261533,0.45567034244410637,0.01860488206518046,0.00019489413516082387
73.0,13250,4.228685413680237e-25,22.471686188229853,2.04288056256635,2.0052048294000415,0.6269730837343421,0.02398994555833764,0.0003240436029458432
99.0,13500,3.6304793688386827e-25,22.505034584883656,2.0459122349894234,1.8522812663207935,0.33633441541550035,0.02222841826161326,0.0002782031529924531
11.0,18500,8.744014387815001e-26,22.92547396130149,2.0841339964819534,1.887955913984718,0.3550987609777389,0.010908926240409851,6.700526639487975e-05
87.0,14500,2.5433181802516197e-25,23.164948199294436,2.1059043817540397,1.9710388606800486,0.3109908367347394,0.01860488206518046,0.00019489413516082387
84.0,14750,2.297416624230241e-25,23.646837969318735,2.1497125426653394,1.8151964171456927,0.3602267648454466,0.017682613452217187,0.0001760507315050744
71.0,17000,1.1862976572543944e-25,23.994721873825316,2.181338352165938,1.9304270845262956,0.48694190089297423,0.01270642595236422,9.090583228993905e-05
1.0,22000,4.291254864790971e-26,24.092089725274302,2.1901899750249365,2.14119031883931,0.8474339840692579,0.007642205784833684,3.2883829169395244e-05
75.0,14000,2.962389094809278e-25,24.84569878461607,2.258699889510552,2.1482968446870516,0.673404713180464,0.02007925631999416,0.0002270074838161188
5.0,13500,3.6304793688386827e-25,25.018006632175723,2.274364239288702,2.057234338009302,0.4146577295781306,0.02222841826161326,0.0002782031529924531
66.0,22000,4.291254864790971e-26,25.341334564373618,2.3037576876703287,2.0079194586806306,0.39966414887822715,0.007642205784833684,3.2883829169395244e-05
85.0,13250,4.019063884370366e-25,25.42344252289309,2.3112220475357357,2.276600795118902,0.7819081967420041,0.023387781527337705,0.0003079803329298617
96.0,17500,1.0716000774987575e-25,25.685840018797357,2.3350763653452145,2.079178229976085,0.35962184268379194,0.012076551610900942,8.211657195079305e-05
52.0,17500,1.0716000774987575e-25,25.70953360711998,2.337230327919998,2.0305547804583055,0.29024670294203064,0.012076551610900942,8.211657195079305e-05
46.0,14250,2.8155395489774065e-25,25.788368272376108,2.344397115670555,2.1501885404062584,0.31500142318148766,0.01957525326189108,0.00021575442257671415
58.0,22000,4.07853168502787e-26,26.117737561658014,2.374339778332547,2.2369571927841494,0.6556755264495591,0.007450381196072703,3.125373426147113e-05
38.0,15000,2.18353064333531e-25,26.580691017761144,2.416426456160104,2.264033984750495,0.5520250173575157,0.017238767768236463,0.00016732366387908678
15.0,14750,2.297416624230241e-25,26.889773844951822,2.44452489499562,2.2664334044202437,0.6229971139279575,0.017682613452217187,0.0001760507315050744
61.0,14750,2.297416624230241e-25,27.207766565958686,2.473433324178062,2.253864650136582,0.52769936076459,0.017682613452217187,0.0001760507315050744
81.0,15000,2.075290141152254e-25,27.25743413360926,2.4779485576008415,2.4091726196562404,0.7467271557385086,0.0168060629142988,0.00015902920853875932
22.0,14750,2.297416624230241e-25,27.94917869049844,2.540834426408949,2.386995510870974,0.6716105636200628,0.017682613452217187,0.0001760507315050744
51.0,13750,3.279465275190116e-25,28.048560471268807,2.54986913375171,2.3935363369717035,0.4493585504417518,0.021126526166480177,0.00025130498950583436
7.0,17000,1.2481711522484508e-25,28.271285833924562,2.570116893993142,2.428189304788456,0.6600725168318715,0.01303357766028206,9.564719001304198e-05
94.0,15000,2.18353064333531e-25,28.27691225103187,2.5706283864574426,2.375909469318111,0.7230685565978135,0.017238767768236463,0.00016732366387908678
98.0,14250,2.8155395489774065e-25,28.50101499219618,2.5910013629269253,2.385600631120814,0.6130411594788666,0.01957525326189108,0.00021575442257671415
24.0,22000,4.291254864790971e-26,28.91906683903782,2.629006076276166,2.32516872579747,0.5392454337007473,0.007642205784833684,3.2883829169395244e-05
6.0,14750,2.297416624230241e-25,29.118034022401318,2.6470940020364835,2.4611215645323594,0.871591529350349,0.017682613452217187,0.0001760507315050744
44.0,13250,4.019063884370366e-25,29.219217176218763,2.656292470565342,2.46276838693157,0.6965315629333858,0.023387781527337705,0.0003079803329298617
82.0,14500,2.5433181802516197e-25,29.470123684692584,2.6791021531538712,2.4335312570903933,0.507021325048172,0.01860488206518046,0.00019489413516082387
26.0,17250,1.1274913132483123e-25,29.831576198231183,2.7119614725664714,2.6281508695851645,0.7662274203519871,0.012387485975928194,8.63995099406444e-05
40.0,17000,1.1862976572543944e-25,29.896033163005214,2.7178211966368377,2.52707661325956,0.6777704648935322,0.01270642595236422,9.090583228993905e-05
83.0,15000,2.18353064333531e-25,30.22025577705478,2.747295979732253,2.5827673387580856,0.6194217414752237,0.017238767768236463,0.00016732366387908678
45.0,14750,2.297416624230241e-25,30.329392881725777,2.7572175347023435,2.5899996128087093,0.8231272233910943,0.017682613452217187,0.0001760507315050744
93.0,13750,3.450511704428865e-25,30.441486619534807,2.767407874503164,2.5532309150887653,0.6324232379905544,0.021670469769791294,0.00026441225471459995
77.0,17500,1.0716000774987575e-25,30.72640114995844,2.7933091954507674,2.621596991186365,0.9127529286597664,0.012076551610900942,8.211657195079305e-05
25.0,17500,1.0716000774987575e-25,31.06310467769246,2.823918607062951,2.6059952414759646,0.36309444369378957,0.012076551610900942,8.211657195079305e-05
32.0,13750,3.279465275190116e-25,31.42597874220208,2.856907158382007,2.4198741507013497,0.2559160332147754,0.021126526166480177,0.00025130498950583436
79.0,14000,2.8155395489774065e-25,31.728835986271143,2.8844396351155583,2.2848390429610905,0.24143040137008562,0.01957525326189108,0.00021575442257671415
63.0,14250,2.6759695293728e-25,31.745887444225794,2.8859897676568904,2.7055794667193385,0.7704721211806173,0.01908390102504,0.0002050591904675615
70.0,17500,1.0716000774987575e-25,32.14399249422865,2.922181135838968,2.636483741778739,0.6078998086695315,0.012076551610900942,8.211657195079305e-05
60.0,14000,2.962389094809278e-25,32.31138863614049,2.937398966921863,2.7200783125624377,0.42732876680074655,0.02007925631999416,0.0002270074838161188
23.0,17500,1.0716000774987575e-25,32.423623470493894,2.9476021336812632,2.7604906010578762,0.6842012616963621,0.012076551610900942,8.211657195079305e-05
3.0,17000,1.2481711522484508e-25,34.03401062298922,3.094000965726293,2.6458508545164428,0.41546985136844,0.01303357766028206,9.564719001304198e-05
39.0,17000,1.2481711522484508e-25,34.21705092300814,3.11064099300074,2.9009650589853595,0.9677266213451912,0.01303357766028206,9.564719001304198e-05
21.0,14500,2.5433181802516197e-25,34.30631638088797,3.118756034626179,2.817532402415115,0.5703123380390581,0.01860488206518046,0.00019489413516082387
