Temp,SF,ChiSqr
14500,2.5134537024217633e-25,13.15275736809916
15000,2.155675646282166e-25,13.205196907210743
14000,2.9306122769968656e-25,14.894176295814683
18500,8.579432611526106e-26,14.937522038583092
17250,1.1663624156244889e-25,15.43773300928573
13250,3.9841282861347954e-25,16.34934746386473
19000,7.358191607733229e-26,17.009181775310715
20000,6.310788392157416e-26,17.33765757410714
17000,1.1663624156244889e-25,17.520856706138247
25000,2.511647975867549e-26,18.77203954744329
35000,8.573268937505855e-27,19.511021634653915
13750,3.417006770329409e-25,19.626082663148317
23000,3.414551909173555e-26,20.06266894640893
70000,2.926402942650225e-27,20.128046410677644
80000,2.5098435465914132e-27,20.593449829757272
45000,5.408589534584713e-27,21.667621085749737
60000,3.412098811649937e-27,22.918122883244042
30000,1.3589668767579413e-26,23.093715321924577
13500,3.417006770329409e-25,23.097959070832935
38000,7.352905303090229e-27,24.252323832096245
22000,3.981265991024789e-26,24.336314125391862
28000,1.5845149680782225e-26,24.967564271046818
17500,1.0003363307141847e-25,25.721239290001304
14750,2.155675646282166e-25,25.951791314410666
14250,2.9306122769968656e-25,28.00913067619255
32000,9.996176646517166e-27,29.20536340587218
18750,8.579432611526106e-26,29.408111814412027
21000,5.412477991023387e-26,30.291105247142617
19500,6.310788392157416e-26,30.292234057649196
36000,7.352905303090229e-27,31.29958814547738
14250,2.5134537024217633e-25,32.132067400950575
18750,7.358191607733229e-26,32.9351322329189
19500,7.358191607733229e-26,33.43361663920806
29000,1.3589668767579413e-26,34.060085548557716
21000,4.6420377586606924e-26,34.649284773341634
14750,2.5134537024217633e-25,34.75603602047944
29000,1.5845149680782225e-26,36.4318920440051
17500,1.1663624156244889e-25,37.138461771480834
36000,8.573268937505855e-27,40.299483009581785
32000,1.1655244723658957e-26,43.579964030683406
13750,2.9306122769968656e-25,46.2309383455688
13500,3.9841282861347954e-25,46.477918962774396
22000,4.6420377586606924e-26,47.38044054735596
38000,6.306254567577012e-27,49.269120537002635
30000,1.1655244723658957e-26,51.37348185643705
28000,1.8474973356625326e-26,52.73302150175194
17250,1.0003363307141847e-25,55.23185323724075
20000,5.412477991023387e-26,55.764439881197426
17000,1.3599438936803913e-25,56.05970527172242
45000,4.638702805310089e-27,57.04918692952541
11250,1.1672009613147952e-24,57.675961369025664
18500,7.358191607733229e-26,62.73724856162573
23000,3.981265991024789e-26,62.752057054616536
35000,7.352905303090229e-27,63.232167845263156
15000,1.8488255771318386e-25,63.73060276572064
19000,8.579432611526106e-26,64.77908478094726
60000,3.978405752257528e-27,65.4275467108862
11250,1.3609216130203045e-24,67.45248926648999
10750,2.1572254497554892e-24,69.29476743454589
14500,2.155675646282166e-25,70.21979908241521
14000,3.417006770329409e-25,72.45034911554717
80000,2.152579378785665e-27,73.67441687856821
13250,3.417006770329409e-25,74.50042226743633
10500,3.419463396385475e-24,75.97287143839256
25000,2.928506853529714e-26,76.01844073956131
70000,2.5098435465914132e-27,76.70813758172379
10750,2.5152607271867216e-24,84.75354475509727
14000,2.5134537024217633e-25,85.879193810238
25000,2.1541269562255268e-26,89.80651853782736
10500,2.932719214139142e-24,90.96108381310833
14500,2.9306122769968656e-25,92.87450631187208
19000,6.310788392157416e-26,94.08842164176806
13250,4.645375109645789e-25,94.16205111985117
10000,6.319865822318002e-24,96.65313128399113
70000,3.412098811649937e-27,100.2054965840971
23000,2.928506853529714e-26,100.23210274682785
17000,1.0003363307141847e-25,100.40440156008233
60000,2.926402942650225e-27,103.09361060930068
15000,2.5134537024217633e-25,103.2931015665489
80000,2.926402942650225e-27,106.1896673125441
18500,1.0003363307141847e-25,109.2426006833857
11000,1.5867941324341255e-24,113.49955649429091
28000,1.3589668767579413e-26,114.36738779497017
13500,2.9306122769968656e-25,115.33481875575218
10000,7.368775621374067e-24,116.6447924335259
22000,3.414551909173555e-26,116.73842815580053
35000,9.996176646517166e-27,120.00826993187569
17250,1.3599438936803913e-25,122.40282180221098
17500,8.579432611526106e-26,125.40625066254933
20000,7.358191607733229e-26,126.35678516090046
32000,8.573268937505855e-27,126.89352076858995
14750,1.8488255771318386e-25,127.2765652485664
11000,1.8501547735283135e-24,128.45217927463028
36000,6.306254567577012e-27,132.2996413721059
19500,5.412477991023387e-26,135.02614425390863
45000,6.306254567577012e-27,135.25544193082612
29000,1.1655244723658957e-26,139.13767337588922
14250,2.155675646282166e-25,141.37954296083367
18750,6.310788392157416e-26,141.7764366320707
21000,3.981265991024789e-26,143.95041888887758
13750,3.9841282861347954e-25,147.2478577782292
30000,1.5845149680782225e-26,147.85366088023227
38000,8.573268937505855e-27,154.11534411291015
11250,1.0010555134551067e-24,157.19325368624757
10750,1.8501547735283135e-24,164.78998515204225
10250,2.5152607271867216e-24,165.57629418987935
13750,2.5134537024217633e-25,169.1308242648494
38000,5.408589534584713e-27,171.0527955477085
30000,9.996176646517166e-27,175.13644739693902
11500,1.3609216130203045e-24,175.65033252819742
45000,3.978405752257528e-27,185.07880683469708
20000,4.6420377586606924e-26,185.76354331625495
17250,8.579432611526106e-26,186.11361118708513
10000,5.4202632926221544e-24,188.2589324868062
14250,3.417006770329409e-25,190.7673010326867
21000,6.310788392157416e-26,192.54023534696927
18750,1.0003363307141847e-25,193.02741268770922
35000,6.306254567577012e-27,196.2902230083272
18500,6.310788392157416e-26,198.38697286704394
10250,2.1572254497554892e-24,200.02724430169357
15000,1.585654140757236e-25,201.06247734791026
11750,1.1672009613147952e-24,203.91174037826005
10500,2.5152607271867216e-24,204.84877014223406
11500,1.1672009613147952e-24,205.87053701605535
19500,8.579432611526106e-26,207.38296514673402
11000,1.3609216130203045e-24,207.65021806398812
29000,1.8474973356625326e-26,208.98247993463815
14500,1.8488255771318386e-25,211.4343197002752
80000,1.8461700484343377e-27,212.24422376863126
13250,2.9306122769968656e-25,216.2377001835142
70000,2.152579378785665e-27,217.37123570183402
14750,2.9306122769968656e-25,217.60280533557318
10500,3.986992639065936e-24,218.64655181915634
36000,9.996176646517166e-27,223.12563675249604
17500,1.3599438936803913e-25,223.98497179533535
08500,7.374073335838597e-23,224.72869777877983
32000,1.3589668767579413e-26,234.72994989675905
14000,2.155675646282166e-25,235.28468032328047
08500,8.597950234238102e-23,237.21553827442207
12000,1.0010555134551067e-24,238.13636632310974
25000,1.8474973356625326e-26,239.09538379670764
08250,1.362879160972872e-22,242.0334152223853
08250,1.16887986172331e-22,244.94319365399323
19000,5.412477991023387e-26,247.0295537895758
11250,1.5867941324341255e-24,249.88964079924486
13500,4.645375109645789e-25,251.72958519943768
22000,5.412477991023387e-26,252.0459219590929
08000,2.1603284001547024e-22,254.33983411096665
23000,2.511647975867549e-26,254.89148651818056
17000,8.579432611526106e-26,256.7695421623865
60000,2.5098435465914132e-27,257.6491061913494
12250,1.0010555134551067e-24,260.8624203186177
11750,1.0010555134551067e-24,261.11977014640615
12000,1.1672009613147952e-24,261.34399952174596
28000,2.1541269562255268e-26,264.5630267011422
11750,1.3609216130203045e-24,272.0285440535004
10250,2.932719214139142e-24,272.05307280299985
28000,1.1655244723658957e-26,274.3178633159906
12500,8.585600716863945e-25,275.15727450845327
10750,2.932719214139142e-24,275.1654974423836
13500,2.5134537024217633e-25,277.0386716152384
22000,2.928506853529714e-26,278.4937024901449
12250,8.585600716863945e-25,280.8625114333678
09750,2.932719214139142e-24,284.2720393395826
17000,1.585654140757236e-25,284.76835591080044
11500,1.5867941324341255e-24,288.23229655920744
17500,7.358191607733229e-26,291.4298045076221
32000,7.352905303090229e-27,291.60134501681443
14750,1.585654140757236e-25,294.26419181654717
23000,4.6420377586606924e-26,297.64052203537534
36000,5.408589534584713e-27,298.8933434423222
60000,4.638702805310089e-27,299.87111585859185
09750,3.419463396385475e-24,300.10749106620193
19500,4.6420377586606924e-26,303.8727863874482
08000,1.8528160338494098e-22,303.894541466335
12750,7.363481712917054e-25,306.0086334812998
19000,1.0003363307141847e-25,307.5998399216441
29000,9.996176646517166e-27,308.0463719484705
13000,7.363481712917054e-25,310.294351728748
