Te,logg,sf,chi2
14250,6.5,1.936158322231544e-24,20.356281898225344
16500,6.5,1.0161103317316951e-24,45.889558217113695
19000,6.5,5.332622825296111e-25,49.18694540601197
19000,6.5,5.847104656192739e-25,29.753480890247697
16000,6.5,1.1400945438098724e-24,29.961539742037893
13750,7.25,2.2747876787657204e-24,30.550309962913406
18500,9.0,5.092615262206432e-25,52.44166473969187
19250,6.5,5.4568355676019265e-25,33.21835050347936
16500,6.5,9.92980836765965e-25,28.25321603673811
18250,6.5,6.411222766082724e-25,38.563127699691165
19750,6.5,4.863409818866719e-25,32.4000214972674
19750,6.5,4.863409818866719e-25,27.74815767059542
14250,6.5,1.936158322231544e-24,31.371450748091306
12750,6.5,3.3646575369642684e-24,28.137447237035715
19750,6.75,4.863409818866719e-25,15.209627339797086
15000,7.0,1.4687262849509142e-24,35.29479114397948
18000,6.5,6.713374386279124e-25,19.075620814198626
14000,6.5,2.074631020267576e-24,60.35613251213292
13250,6.5,2.8637880152345353e-24,27.806478138809517
14500,6.5,1.765797376584295e-24,23.54168076195399
15000,6.5,1.5737685684348315e-24,25.90360950113176
13000,6.5,3.068604144431926e-24,43.62802493974617
13250,6.5,2.7348963224860046e-24,38.23802028892583
17000,6.5,8.84995102316482e-25,33.35374389106039
18500,6.5,6.2652855188552845e-25,36.83316689335233
16500,6.75,9.92980836765965e-25,14.082151736557451
14250,6.5,1.8920859781480125e-24,37.25011045581787
15000,6.5,1.5737685684348315e-24,27.570190493682027
14500,6.5,1.849016843094814e-24,19.297793494377206
12750,7.0,3.3646575369642684e-24,25.200767637419684
17000,8.5,7.361068637101301e-25,31.642150316182903
13750,6.5,2.2747876787657204e-24,16.012319042134074
12750,6.5,3.3646575369642684e-24,34.96345470397911
16750,6.5,8.84995102316482e-25,11.692653136603822
18000,6.5,6.713374386279124e-25,19.60382784352271
12750,6.5,3.1400811170808805e-24,6.814873757819566
16500,6.5,1.0397785818451197e-24,15.768655506857371
13000,6.5,3.068604144431926e-24,43.69269029889222
15500,6.5,1.339494291922151e-24,35.37531831313318
19250,6.5,5.4568355676019265e-25,52.38007973861146
13500,6.5,2.4374789131141383e-24,24.655893708796626
13250,6.5,2.7348963224860046e-24,18.694007148675237
13250,6.5,2.798600241414344e-24,20.33404143913386
14000,6.5,2.074631020267576e-24,28.65016015446649
12750,7.0,3.3646575369642684e-24,19.126251938414995
15750,6.5,1.2216333134883535e-24,30.632233140374744
13500,6.5,2.6118057115114056e-24,23.600475623812024
16750,9.0,7.887527151833206e-25,22.628817717305548
14750,6.75,1.5379452222448537e-24,42.90182980752094
13750,7.25,2.1229553846080897e-24,27.584188798280632
12750,6.5,3.2132230023019988e-24,33.41187325012738
13250,6.75,2.7348963224860046e-24,22.94255878532306
13750,6.5,2.2747876787657204e-24,27.065369477104156
16500,6.5,9.92980836765965e-25,24.01315949316844
15250,8.25,1.1666507572181698e-24,44.22120500112563
13500,6.5,2.3277742906075733e-24,32.93739036648561
12750,7.0,3.2880685808909726e-24,33.619685747334294
17500,6.5,7.53252995204343e-25,44.34620580180893
18750,8.0,4.863409818866719e-25,24.003620438086894
12750,7.0,3.2132230023019988e-24,28.69145185285444
14000,7.5,1.936158322231544e-24,27.792846378741423
14250,6.75,1.8920859781480125e-24,43.65607016242667
18250,8.0,5.714008304855552e-25,21.181326445131397
13750,7.75,2.074631020267576e-24,28.169419370306084
19500,6.5,4.863409818866719e-25,48.055395752627625
14250,6.5,1.849016843094814e-24,37.60285829409824
19000,6.5,5.583941596355442e-25,57.47651788494948
18500,6.5,6.2652855188552845e-25,20.857642907830094
14000,6.5,2.027406652754997e-24,22.731520424842504
14250,6.5,1.9812572430856085e-24,17.338105104359272
19500,6.75,4.976693186235743e-25,32.33017086415265
14000,6.5,2.027406652754997e-24,38.71726547003806
19000,6.5,5.332622825296111e-25,39.50095472591735
17000,9.0,7.887527151833206e-25,28.38370726516739
14500,6.5,1.765797376584295e-24,27.928694221900134
12750,6.5,3.3646575369642684e-24,36.28831830767048
18750,6.5,5.847104656192739e-25,17.708564777215113
15000,6.5,1.5379452222448537e-24,52.61708877443007
14000,6.5,2.1229553846080897e-24,26.119021115121058
12500,6.75,3.3646575369642684e-24,25.799663663223427
16500,6.5,1.0639981363257355e-24,27.041836406842197
16250,8.5,8.648501543472592e-25,33.68813643325535
13750,6.5,2.3277742906075733e-24,39.62688189218812
13750,6.5,2.3277742906075733e-24,37.7189136316415
15750,7.75,1.1141428236196385e-24,47.840968472326345
18500,9.25,5.211237510197876e-25,36.8871607284629
13000,6.5,2.998754186318128e-24,23.528909283017317
13250,6.5,2.798600241414344e-24,21.62394617881912
13000,6.5,3.2132230023019988e-24,31.27645612733739
13500,7.0,2.3277742906075733e-24,31.24288942358058
14000,6.5,2.074631020267576e-24,36.33498838905127
13250,6.5,2.6118057115114056e-24,16.82774325347144
14750,6.5,1.6479379960333197e-24,32.76002515787291
13500,6.5,2.7348963224860046e-24,49.24426278326004
19000,8.0,5.092615262206432e-25,23.212449073519963
12750,6.5,3.2880685808909726e-24,43.067989158241524
15250,6.5,1.40262271302292e-24,23.32069299739313
16500,8.5,8.071251260895124e-25,30.186274931818456
18250,9.0,5.583941596355442e-25,21.010253862109696
13000,6.5,3.1400811170808805e-24,34.93864143477465
