# Excess regression details up to point
#
# a = -49.989150662789 
# b = 2.8443416040589 
# da = 0.60906737161356 
# db = 0.043722828796664 
# sig_a = 0.29099051562497 
# sig_b = 0.020889197302455 
#
#          FilterID    Wavelength                   Flux                  Error            log(nu)          log(nuFnu)          e_log(nuFnu)             weight 
#             (---)           (A)          (erg/s/cm2/A)          (erg/s/cm2/A)              (---)               (---)                 (---)              (---) 
#===============================================================================================================================================================
     2MASS/2MASS.Ks         21590    7.8283615302401E-15    1.2978337364711E-16    14.142568063491    -9.7720764835819    0.0071999999999999    19290.123456791 
       WISE/WISE.W1         33526    1.5464090552331E-15    2.9910202881305E-17    13.951438965148    -10.285293875217    0.0083999999999997    14172.335600908 
       WISE/WISE.W2         46028    4.3137508502704E-16    7.1516004499605E-18    13.813798601403    -10.702122837676    0.0071999999999999    19290.123456791 
       WISE/WISE.W3        115608    1.2345021828411E-17    4.3206704116875E-19    13.413832817799    -11.845520249788                0.0152    4328.2548476452 
